iteration,requests_count,nodes_count,time_limit,dfs_backtrack,dfs_normal,ratio
8716,10,2,11,10,9,1.1111111111111112
8717,5,15,25,5,5,1.0
8718,24,10,15,15,14,1.0714285714285714
8719,18,3,24,18,18,1.0
8720,14,8,18,11,10,1.1
8721,22,9,13,12,11,1.0909090909090908
8722,15,7,23,15,15,1.0
8723,7,3,15,7,7,1.0
8724,4,10,14,4,4,1.0
8725,19,15,25,17,16,1.0625
8726,4,6,20,4,4,1.0
8727,23,12,22,21,20,1.05
8728,6,15,17,6,6,1.0
8729,13,4,26,13,13,1.0
8730,2,5,12,2,2,1.0
8731,19,6,21,17,16,1.0625
8732,21,5,13,13,12,1.0833333333333333
8733,6,15,13,6,6,1.0
8734,9,8,13,9,8,1.125
8735,7,10,21,7,7,1.0
8736,22,10,25,21,19,1.105263157894737
8737,9,9,18,9,9,1.0
8738,8,7,21,8,8,1.0
8739,21,9,26,19,18,1.0555555555555556
8740,26,14,26,20,18,1.1111111111111112
8741,8,10,15,8,8,1.0
8742,19,9,24,18,18,1.0
8743,21,15,20,17,16,1.0625
8744,26,6,21,17,15,1.1333333333333333
8745,7,14,17,7,7,1.0
8746,12,5,19,12,12,1.0
8747,7,2,11,7,7,1.0
8748,9,11,16,9,9,1.0
8749,1,11,21,1,1,1.0
8750,12,12,17,11,10,1.1
8751,2,13,20,2,2,1.0
8752,13,4,19,13,13,1.0
8753,3,2,20,3,3,1.0
8754,16,11,18,13,13,1.0
8755,20,11,13,13,11,1.1818181818181819
8756,24,7,20,18,17,1.0588235294117647
8757,10,15,22,10,10,1.0
8758,18,5,25,17,16,1.0625
8759,24,9,25,21,19,1.105263157894737
8760,15,6,22,15,15,1.0
8761,5,13,11,5,5,1.0
8762,23,15,14,13,13,1.0
8763,14,15,26,14,14,1.0
8764,1,7,20,1,1,1.0
8765,15,5,15,14,14,1.0
8766,20,2,23,19,18,1.0555555555555556
8767,1,11,18,1,1,1.0
8768,11,10,26,11,11,1.0
8769,1,9,17,1,1,1.0
8770,2,13,25,2,2,1.0
8771,4,10,13,4,4,1.0
8772,26,3,22,21,20,1.05
8773,20,7,26,19,18,1.0555555555555556
8774,24,12,26,21,21,1.0
8775,19,13,23,16,16,1.0
8776,1,10,23,1,1,1.0
8777,25,11,10,10,10,1.0
8778,3,5,13,3,3,1.0
8779,6,5,19,6,6,1.0
8780,9,2,24,9,9,1.0
8781,24,7,11,11,11,1.0
8782,3,9,23,3,3,1.0
8783,19,8,10,10,9,1.1111111111111112
8784,6,4,13,6,6,1.0
8785,14,8,10,10,9,1.1111111111111112
8786,17,7,12,11,10,1.1
8787,17,10,14,11,9,1.2222222222222223
8788,14,6,19,13,12,1.0833333333333333
8789,5,9,13,5,5,1.0
8790,18,8,14,13,12,1.0833333333333333
8791,13,11,12,9,7,1.2857142857142858
8792,13,7,21,13,12,1.0833333333333333
8793,7,10,19,7,7,1.0
8794,9,13,14,8,7,1.1428571428571428
8795,24,3,19,19,18,1.0555555555555556
8796,25,3,25,23,22,1.0454545454545454
8797,6,15,21,6,6,1.0
8798,7,10,15,7,7,1.0
8799,18,12,14,13,12,1.0833333333333333
8800,21,12,11,11,10,1.1
8801,14,12,10,9,8,1.125
8802,18,12,23,17,15,1.1333333333333333
8803,18,7,18,16,15,1.0666666666666667
8804,6,12,12,6,6,1.0
8805,3,13,11,3,3,1.0
8806,3,2,16,3,3,1.0
8807,24,14,21,19,17,1.1176470588235294
8808,3,12,25,3,3,1.0
8809,11,15,13,8,7,1.1428571428571428
8810,14,6,17,13,12,1.0833333333333333
8811,26,13,12,12,11,1.0909090909090908
8812,18,15,19,16,14,1.1428571428571428
8813,1,15,21,1,1,1.0
8814,14,10,15,10,9,1.1111111111111112
8815,20,7,23,20,19,1.0526315789473684
8816,5,2,22,5,5,1.0
8817,14,5,18,14,14,1.0
8818,25,3,13,13,12,1.0833333333333333
8819,6,13,18,6,6,1.0
8820,6,3,13,6,6,1.0
8821,23,4,14,14,14,1.0
8822,9,12,16,9,9,1.0
8823,1,12,14,1,1,1.0
8824,2,7,21,2,2,1.0
8825,20,7,15,15,15,1.0
8826,26,8,22,22,20,1.1
8827,20,15,13,12,11,1.0909090909090908
8828,2,11,23,2,2,1.0
8829,22,12,21,18,16,1.125
8830,10,7,15,10,10,1.0
8831,1,14,18,1,1,1.0
8832,15,7,26,15,15,1.0
8833,22,14,17,14,13,1.0769230769230769
8834,18,15,22,17,15,1.1333333333333333
8835,24,5,16,15,14,1.0714285714285714
8836,26,3,22,19,18,1.0555555555555556
8837,15,6,10,10,9,1.1111111111111112
8838,21,3,21,17,16,1.0625
8839,11,2,12,9,9,1.0
8840,24,10,21,19,18,1.0555555555555556
8841,1,9,23,1,1,1.0
8842,2,8,26,2,2,1.0
8843,1,10,26,1,1,1.0
8844,12,2,12,10,9,1.1111111111111112
8845,9,5,22,9,9,1.0
8846,7,3,23,7,7,1.0
8847,25,13,20,19,17,1.1176470588235294
8848,20,5,25,20,19,1.0526315789473684
8849,14,11,24,14,14,1.0
8850,9,13,20,9,9,1.0
8851,12,4,13,11,11,1.0
8852,4,11,10,4,4,1.0
8853,5,10,20,5,5,1.0
8854,1,2,10,1,1,1.0
8855,6,8,17,6,6,1.0
8856,24,2,23,19,19,1.0
8857,17,4,21,17,16,1.0625
8858,21,7,17,14,13,1.0769230769230769
8859,6,15,16,6,6,1.0
8860,12,3,20,12,12,1.0
8861,14,7,15,14,13,1.0769230769230769
8862,25,9,11,11,10,1.1
8863,16,14,22,13,13,1.0
8864,5,14,17,5,5,1.0
8865,16,6,15,14,12,1.1666666666666667
8866,24,4,15,14,13,1.0769230769230769
8867,13,11,15,11,10,1.1
8868,18,2,22,18,18,1.0
8869,7,2,14,7,7,1.0
8870,7,9,11,7,7,1.0
8871,22,14,22,17,15,1.1333333333333333
8872,6,12,17,6,6,1.0
8873,6,9,22,6,6,1.0
8874,24,8,17,16,14,1.1428571428571428
8875,4,6,21,4,4,1.0
8876,9,13,24,9,9,1.0
8877,22,14,18,15,14,1.0714285714285714
8878,14,3,15,13,13,1.0
8879,18,15,21,15,11,1.3636363636363635
8880,18,15,13,10,9,1.1111111111111112
8881,9,4,17,9,9,1.0
8882,7,12,20,7,7,1.0
8883,5,10,24,5,5,1.0
8884,16,12,19,14,13,1.0769230769230769
8885,1,3,22,1,1,1.0
8886,16,4,16,14,14,1.0
8887,23,8,17,15,14,1.0714285714285714
8888,25,2,13,12,11,1.0909090909090908
8889,23,7,23,19,18,1.0555555555555556
8890,22,2,20,17,16,1.0625
8891,9,15,11,8,7,1.1428571428571428
8892,2,14,16,2,2,1.0
8893,23,4,12,12,10,1.2
8894,13,14,16,12,11,1.0909090909090908
8895,2,7,25,2,2,1.0
8896,3,6,26,3,3,1.0
8897,6,9,15,6,6,1.0
8898,3,4,15,3,3,1.0
8899,24,5,15,15,15,1.0
8900,3,10,10,3,3,1.0
8901,17,15,18,14,13,1.0769230769230769
8902,21,11,24,19,17,1.1176470588235294
8903,23,10,24,19,18,1.0555555555555556
8904,19,5,18,16,15,1.0666666666666667
8905,15,14,22,15,13,1.1538461538461537
8906,22,14,20,17,15,1.1333333333333333
8907,8,11,23,8,8,1.0
8908,6,10,14,6,6,1.0
8909,12,14,16,11,10,1.1
8910,5,12,14,5,5,1.0
8911,17,14,17,14,11,1.2727272727272727
8912,15,6,22,15,15,1.0
8913,9,3,20,9,9,1.0
8914,2,11,23,2,2,1.0
8915,20,14,14,14,12,1.1666666666666667
8916,20,15,18,14,12,1.1666666666666667
8917,19,7,16,14,13,1.0769230769230769
8918,26,6,19,18,17,1.0588235294117647
8919,7,4,16,7,7,1.0
8920,14,2,16,12,10,1.2
8921,22,13,15,13,13,1.0
8922,7,5,10,7,7,1.0
8923,2,14,19,2,2,1.0
8924,20,11,17,15,14,1.0714285714285714
8925,22,7,15,15,14,1.0714285714285714
8926,8,15,14,8,8,1.0
8927,25,9,18,18,17,1.0588235294117647
8928,25,2,16,16,15,1.0666666666666667
8929,21,9,22,17,16,1.0625
8930,17,7,24,17,17,1.0
8931,23,5,25,20,18,1.1111111111111112
8932,26,13,13,13,12,1.0833333333333333
8933,17,3,11,11,11,1.0
8934,4,8,26,4,4,1.0
8935,22,8,12,12,11,1.0909090909090908
8936,22,8,26,20,19,1.0526315789473684
8937,16,11,23,16,16,1.0
8938,4,6,14,4,4,1.0
8939,26,7,16,16,15,1.0666666666666667
8940,3,2,26,3,3,1.0
8941,21,2,16,16,15,1.0666666666666667
8942,21,2,16,15,14,1.0714285714285714
8943,9,7,25,9,9,1.0
8944,4,7,21,4,4,1.0
8945,16,11,12,11,10,1.1
8946,17,8,17,13,12,1.0833333333333333
8947,9,11,15,9,9,1.0
8948,5,3,24,5,5,1.0
8949,4,13,22,4,4,1.0
8950,5,8,25,5,5,1.0
8951,8,7,19,8,8,1.0
8952,21,11,26,19,17,1.1176470588235294
8953,11,8,12,11,9,1.2222222222222223
8954,22,4,16,15,14,1.0714285714285714
8955,3,8,21,3,3,1.0
8956,8,5,25,8,8,1.0
8957,15,15,13,10,9,1.1111111111111112
8958,25,4,19,19,19,1.0
8959,13,10,17,11,11,1.0
8960,5,3,13,5,5,1.0
8961,12,2,24,12,12,1.0
8962,15,5,20,15,15,1.0
8963,8,3,21,8,8,1.0
8964,20,12,18,16,14,1.1428571428571428
8965,23,10,10,9,8,1.125
8966,15,15,15,11,9,1.2222222222222223
8967,4,6,15,4,4,1.0
8968,10,12,23,10,10,1.0
8969,25,4,15,14,13,1.0769230769230769
8970,23,6,15,14,13,1.0769230769230769
8971,23,8,15,13,12,1.0833333333333333
8972,11,8,20,11,11,1.0
8973,14,12,10,9,9,1.0
8974,18,13,21,15,14,1.0714285714285714
8975,25,13,10,10,10,1.0
8976,6,9,23,6,6,1.0
8977,9,8,20,9,9,1.0
8978,17,5,24,17,17,1.0
8979,4,9,19,4,4,1.0
8980,23,4,14,14,13,1.0769230769230769
8981,26,4,24,21,20,1.05
8982,18,11,23,16,15,1.0666666666666667
8983,3,6,18,3,3,1.0
8984,23,14,13,12,11,1.0909090909090908
8985,14,2,11,9,7,1.2857142857142858
8986,15,6,11,11,11,1.0
8987,12,12,18,12,11,1.0909090909090908
8988,8,8,24,8,8,1.0
8989,2,7,13,2,2,1.0
8990,9,14,24,9,9,1.0
8991,3,10,16,3,3,1.0
8992,22,11,19,17,16,1.0625
8993,4,5,26,4,4,1.0
8994,20,15,21,15,15,1.0
8995,23,2,18,18,16,1.125
8996,22,2,15,13,12,1.0833333333333333
8997,25,3,19,17,16,1.0625
8998,21,10,26,19,17,1.1176470588235294
8999,10,6,18,10,10,1.0
9000,22,4,21,19,17,1.1176470588235294
9001,9,12,24,9,9,1.0
9002,3,15,19,3,3,1.0
9003,13,4,11,9,8,1.125
9004,25,12,15,13,12,1.0833333333333333
9005,19,7,25,18,17,1.0588235294117647
9006,11,5,25,11,11,1.0
9007,10,10,25,10,10,1.0
9008,19,9,23,17,16,1.0625
9009,18,5,21,18,18,1.0
9010,21,7,26,20,20,1.0
9011,15,9,14,12,11,1.0909090909090908
9012,8,14,25,8,8,1.0
9013,20,13,11,11,10,1.1
9014,21,5,21,19,18,1.0555555555555556
9015,17,2,10,10,10,1.0
9016,19,9,17,15,14,1.0714285714285714
9017,4,8,19,4,4,1.0
9018,2,14,23,2,2,1.0
9019,6,9,25,6,6,1.0
9020,5,7,17,5,5,1.0
9021,21,13,10,9,8,1.125
9022,13,3,11,10,10,1.0
9023,2,8,21,2,2,1.0
9024,25,8,18,18,17,1.0588235294117647
9025,23,10,10,9,9,1.0
9026,13,5,26,13,13,1.0
9027,19,13,14,12,10,1.2
9028,8,10,21,8,8,1.0
9029,23,9,25,19,18,1.0555555555555556
9030,4,11,19,4,4,1.0
9031,12,8,25,12,12,1.0
9032,11,13,20,11,11,1.0
9033,13,9,25,13,13,1.0
9034,26,4,17,17,16,1.0625
9035,21,3,22,18,17,1.0588235294117647
9036,10,12,23,10,10,1.0
9037,15,7,18,12,12,1.0
9038,20,14,26,18,18,1.0
9039,17,13,18,13,12,1.0833333333333333
9040,21,12,18,16,15,1.0666666666666667
9041,22,12,23,20,18,1.1111111111111112
9042,23,10,23,20,18,1.1111111111111112
9043,5,3,16,5,5,1.0
9044,12,15,16,9,8,1.125
9045,10,2,23,10,10,1.0
9046,4,11,12,4,4,1.0
9047,5,13,12,5,5,1.0
9048,10,8,10,8,7,1.1428571428571428
9049,11,8,15,11,10,1.1
9050,4,10,14,4,4,1.0
9051,22,14,25,18,18,1.0
9052,8,2,23,8,8,1.0
9053,7,15,19,7,7,1.0
9054,25,3,13,13,12,1.0833333333333333
9055,19,11,14,12,11,1.0909090909090908
9056,17,8,25,17,17,1.0
9057,21,14,11,10,9,1.1111111111111112
9058,9,11,13,9,9,1.0
9059,22,10,19,15,14,1.0714285714285714
9060,19,3,23,19,18,1.0555555555555556
9061,23,14,13,13,12,1.0833333333333333
9062,22,14,14,13,12,1.0833333333333333
9063,10,7,24,10,10,1.0
9064,7,15,21,7,7,1.0
9065,26,3,26,21,20,1.05
9066,12,6,17,12,12,1.0
9067,1,6,14,1,1,1.0
9068,11,9,23,11,11,1.0
9069,13,15,26,13,13,1.0
9070,15,4,18,15,14,1.0714285714285714
9071,17,7,20,16,13,1.2307692307692308
9072,1,6,10,1,1,1.0
9073,25,7,14,14,14,1.0
9074,17,12,12,8,7,1.1428571428571428
9075,8,5,23,8,8,1.0
9076,18,13,20,14,12,1.1666666666666667
9077,19,12,14,12,11,1.0909090909090908
9078,8,9,23,8,8,1.0
9079,6,9,20,6,6,1.0
9080,6,12,16,6,6,1.0
9081,20,14,24,15,13,1.1538461538461537
9082,7,2,12,7,7,1.0
9083,11,11,16,10,9,1.1111111111111112
9084,3,13,11,3,3,1.0
9085,18,7,19,17,16,1.0625
9086,9,4,18,9,9,1.0
9087,17,7,13,12,11,1.0909090909090908
9088,17,11,12,11,11,1.0
9089,24,6,10,10,10,1.0
9090,15,12,23,15,15,1.0
9091,3,14,24,3,3,1.0
9092,16,15,11,9,9,1.0
9093,5,15,22,5,5,1.0
9094,5,7,10,5,5,1.0
9095,11,2,17,11,11,1.0
9096,22,11,21,18,16,1.125
9097,14,6,16,14,13,1.0769230769230769
9098,18,15,24,17,14,1.2142857142857142
9099,2,5,13,2,2,1.0
9100,25,2,15,14,13,1.0769230769230769
9101,14,4,16,14,14,1.0
9102,1,7,21,1,1,1.0
9103,14,4,20,14,14,1.0
9104,18,4,15,13,13,1.0
9105,23,7,16,16,15,1.0666666666666667
9106,21,13,25,19,16,1.1875
9107,24,9,22,19,19,1.0
9108,8,4,16,8,8,1.0
9109,15,8,16,12,12,1.0
9110,21,7,17,15,13,1.1538461538461537
9111,25,5,19,18,17,1.0588235294117647
9112,25,14,22,17,16,1.0625
9113,12,4,25,12,12,1.0
9114,25,10,24,19,18,1.0555555555555556
9115,24,2,16,15,14,1.0714285714285714
9116,18,11,24,18,17,1.0588235294117647
9117,14,7,15,11,10,1.1
9118,7,2,14,7,7,1.0
9119,22,3,12,12,12,1.0
9120,3,11,24,3,3,1.0
9121,9,3,14,9,9,1.0
9122,21,3,21,19,18,1.0555555555555556
9123,25,15,18,16,14,1.1428571428571428
9124,25,2,23,22,21,1.0476190476190477
9125,11,9,19,11,11,1.0
9126,24,15,17,14,13,1.0769230769230769
9127,12,14,10,8,8,1.0
9128,13,8,13,11,10,1.1
9129,19,14,21,17,14,1.2142857142857142
9130,2,13,17,2,2,1.0
9131,9,11,24,9,9,1.0
9132,14,2,23,14,14,1.0
9133,1,2,26,1,1,1.0
9134,25,5,17,17,16,1.0625
9135,18,13,12,11,10,1.1
9136,25,14,21,19,17,1.1176470588235294
9137,24,6,25,21,21,1.0
9138,24,11,25,22,21,1.0476190476190477
9139,4,7,12,4,4,1.0
9140,21,4,12,12,12,1.0
9141,13,9,14,11,11,1.0
9142,22,8,20,18,17,1.0588235294117647
9143,26,13,24,20,19,1.0526315789473684
9144,6,5,16,6,6,1.0
9145,19,2,13,13,13,1.0
9146,3,14,14,3,3,1.0
9147,3,2,24,3,3,1.0
9148,15,11,26,15,15,1.0
9149,9,12,18,9,9,1.0
9150,24,11,13,13,12,1.0833333333333333
9151,12,10,23,12,12,1.0
9152,18,10,24,18,17,1.0588235294117647
9153,18,5,20,16,13,1.2307692307692308
9154,13,14,14,11,11,1.0
9155,3,7,14,3,3,1.0
9156,17,7,14,13,12,1.0833333333333333
9157,22,12,14,13,12,1.0833333333333333
9158,26,11,12,12,11,1.0909090909090908
9159,20,7,20,16,16,1.0
9160,3,6,13,3,3,1.0
9161,8,7,19,8,8,1.0
9162,2,13,21,2,2,1.0
9163,18,11,24,18,16,1.125
9164,10,10,13,10,9,1.1111111111111112
9165,7,15,20,7,7,1.0
9166,2,2,25,2,2,1.0
9167,12,9,22,12,12,1.0
9168,5,12,25,5,5,1.0
9169,1,10,22,1,1,1.0
9170,26,5,23,23,22,1.0454545454545454
9171,2,13,22,2,2,1.0
9172,23,11,22,19,18,1.0555555555555556
9173,6,6,14,6,6,1.0
9174,20,9,24,18,17,1.0588235294117647
9175,20,7,16,14,12,1.1666666666666667
9176,19,3,18,17,16,1.0625
9177,18,6,10,10,10,1.0
9178,13,5,26,13,13,1.0
9179,10,9,24,10,10,1.0
9180,15,11,24,15,15,1.0
9181,18,15,10,9,9,1.0
9182,18,2,20,15,14,1.0714285714285714
9183,17,8,22,17,16,1.0625
9184,4,10,19,4,4,1.0
9185,11,12,17,10,9,1.1111111111111112
9186,7,10,10,6,6,1.0
9187,20,8,26,20,20,1.0
9188,10,4,18,10,10,1.0
9189,19,11,22,17,16,1.0625
9190,19,13,10,10,9,1.1111111111111112
9191,15,2,11,11,10,1.1
9192,24,2,14,14,14,1.0
9193,4,9,25,4,4,1.0
9194,23,14,24,17,17,1.0
9195,7,15,26,7,7,1.0
9196,6,14,26,6,6,1.0
9197,25,13,22,19,18,1.0555555555555556
9198,4,4,17,4,4,1.0
9199,6,11,25,6,6,1.0
9200,8,9,22,8,8,1.0
9201,12,2,14,11,11,1.0
9202,26,12,17,16,15,1.0666666666666667
9203,22,15,19,15,13,1.1538461538461537
9204,9,13,16,9,9,1.0
9205,16,14,15,13,12,1.0833333333333333
9206,2,11,15,2,2,1.0
9207,4,8,12,4,4,1.0
9208,23,11,12,12,11,1.0909090909090908
9209,13,12,17,12,10,1.2
9210,1,13,22,1,1,1.0
9211,23,7,16,16,16,1.0
9212,1,8,17,1,1,1.0
9213,1,5,25,1,1,1.0
9214,19,10,19,16,14,1.1428571428571428
9215,14,11,14,12,12,1.0
9216,7,9,13,7,7,1.0
9217,24,3,18,17,16,1.0625
9218,21,6,16,14,12,1.1666666666666667
9219,1,15,22,1,1,1.0
9220,9,6,23,9,9,1.0
9221,9,9,14,9,8,1.125
9222,11,10,12,10,8,1.25
9223,5,9,12,5,5,1.0
9224,17,3,16,15,15,1.0
9225,6,2,15,6,6,1.0
9226,21,6,17,17,15,1.1333333333333333
9227,11,11,19,11,11,1.0
9228,23,7,10,10,10,1.0
9229,15,4,24,15,15,1.0
9230,19,5,10,10,10,1.0
9231,17,9,21,16,13,1.2307692307692308
9232,13,3,19,13,13,1.0
9233,21,14,20,17,16,1.0625
9234,7,14,25,7,7,1.0
9235,13,2,26,13,13,1.0
9236,21,4,10,8,7,1.1428571428571428
9237,26,9,13,13,12,1.0833333333333333
9238,18,7,12,11,10,1.1
9239,1,8,22,1,1,1.0
9240,5,12,24,5,5,1.0
9241,21,2,16,16,15,1.0666666666666667
9242,11,6,11,10,8,1.25
9243,9,8,21,9,9,1.0
9244,7,3,26,7,7,1.0
9245,15,6,21,15,14,1.0714285714285714
9246,22,6,25,20,19,1.0526315789473684
9247,13,11,25,13,13,1.0
9248,22,12,12,12,12,1.0
9249,18,11,18,15,14,1.0714285714285714
9250,12,5,12,10,10,1.0
9251,12,11,17,11,10,1.1
9252,25,7,19,19,18,1.0555555555555556
9253,20,10,17,14,13,1.0769230769230769
9254,13,9,20,13,13,1.0
9255,22,11,20,17,16,1.0625
9256,21,6,22,19,19,1.0
9257,9,15,16,9,9,1.0
9258,21,5,23,19,18,1.0555555555555556
9259,6,4,21,6,6,1.0
9260,12,2,22,12,12,1.0
9261,18,13,13,11,10,1.1
9262,1,7,22,1,1,1.0
9263,6,15,10,6,5,1.2
9264,18,5,21,17,15,1.1333333333333333
9265,2,14,26,2,2,1.0
9266,26,12,20,18,15,1.2
9267,26,9,23,20,19,1.0526315789473684
9268,10,5,17,10,10,1.0
9269,6,7,18,6,6,1.0
9270,5,3,18,5,5,1.0
9271,20,13,24,16,16,1.0
9272,22,15,18,15,14,1.0714285714285714
9273,17,11,14,13,12,1.0833333333333333
9274,15,6,25,15,15,1.0
9275,25,8,18,16,15,1.0666666666666667
9276,3,12,23,3,3,1.0
9277,15,13,17,11,10,1.1
9278,24,9,25,21,20,1.05
9279,6,4,11,6,6,1.0
9280,10,4,12,9,9,1.0
9281,24,5,13,13,13,1.0
9282,10,11,19,10,10,1.0
9283,9,12,19,9,9,1.0
9284,8,6,22,8,8,1.0
9285,26,6,16,16,15,1.0666666666666667
9286,12,9,15,10,9,1.1111111111111112
9287,6,13,19,6,6,1.0
9288,10,7,16,10,10,1.0
9289,24,12,19,16,14,1.1428571428571428
9290,24,2,11,11,11,1.0
9291,16,14,20,15,13,1.1538461538461537
9292,15,14,19,15,13,1.1538461538461537
9293,5,9,15,5,5,1.0
9294,12,11,17,12,11,1.0909090909090908
9295,19,3,23,18,17,1.0588235294117647
9296,2,15,23,2,2,1.0
9297,9,3,18,9,9,1.0
9298,20,14,10,10,10,1.0
9299,6,3,17,6,6,1.0
9300,6,8,18,6,6,1.0
9301,4,7,12,4,4,1.0
9302,21,5,25,19,18,1.0555555555555556
9303,24,2,20,19,18,1.0555555555555556
9304,15,13,21,15,15,1.0
9305,14,12,13,10,9,1.1111111111111112
9306,3,12,25,3,3,1.0
9307,24,15,17,14,10,1.4
9308,12,9,24,12,12,1.0
9309,2,2,13,2,2,1.0
9310,19,5,19,17,16,1.0625
9311,14,6,18,14,13,1.0769230769230769
9312,13,15,22,13,13,1.0
9313,7,11,24,7,7,1.0
9314,5,4,19,5,5,1.0
9315,4,6,24,4,4,1.0
9316,9,14,20,9,9,1.0
9317,23,3,10,10,10,1.0
9318,3,3,23,3,3,1.0
9319,4,4,12,4,4,1.0
9320,3,13,20,3,3,1.0
9321,14,3,18,14,13,1.0769230769230769
9322,24,9,15,15,13,1.1538461538461537
9323,11,11,15,10,8,1.25
9324,22,4,18,18,17,1.0588235294117647
9325,23,8,18,15,14,1.0714285714285714
9326,14,12,17,13,11,1.1818181818181819
9327,13,15,21,13,12,1.0833333333333333
9328,2,4,15,2,2,1.0
9329,12,5,13,10,9,1.1111111111111112
9330,17,12,10,10,9,1.1111111111111112
9331,18,13,23,18,17,1.0588235294117647
9332,22,9,16,15,13,1.1538461538461537
9333,13,5,26,13,13,1.0
9334,9,4,12,9,8,1.125
9335,13,5,24,13,13,1.0
9336,14,14,15,11,10,1.1
9337,22,12,25,20,18,1.1111111111111112
9338,12,2,11,8,8,1.0
9339,12,7,19,12,12,1.0
9340,24,10,17,16,13,1.2307692307692308
9341,3,11,13,3,3,1.0
9342,17,4,15,14,14,1.0
9343,11,6,26,11,11,1.0
9344,6,11,16,6,6,1.0
9345,24,3,18,16,15,1.0666666666666667
9346,14,8,25,14,14,1.0
9347,8,14,14,8,8,1.0
9348,14,6,16,13,13,1.0
9349,21,3,15,15,15,1.0
9350,26,6,17,17,17,1.0
9351,6,11,23,6,6,1.0
9352,1,7,13,1,1,1.0
9353,14,11,12,10,10,1.0
9354,7,13,19,7,7,1.0
9355,13,7,24,13,13,1.0
9356,3,7,15,3,3,1.0
9357,20,5,26,20,20,1.0
9358,9,13,23,9,9,1.0
9359,7,12,14,7,7,1.0
9360,16,13,18,13,12,1.0833333333333333
9361,2,4,11,2,2,1.0
9362,4,10,22,4,4,1.0
9363,15,12,26,15,15,1.0
9364,7,2,11,7,7,1.0
9365,11,4,14,11,11,1.0
9366,10,10,23,10,10,1.0
9367,22,8,13,13,12,1.0833333333333333
9368,8,15,12,7,7,1.0
9369,24,6,19,19,18,1.0555555555555556
9370,23,14,16,15,13,1.1538461538461537
9371,23,11,20,17,16,1.0625
9372,9,11,25,9,9,1.0
9373,22,4,22,18,17,1.0588235294117647
9374,19,14,22,17,17,1.0
9375,19,6,25,19,19,1.0
9376,21,2,13,13,12,1.0833333333333333
9377,23,2,26,21,19,1.105263157894737
9378,18,3,18,17,16,1.0625
9379,16,7,25,16,16,1.0
9380,16,3,21,16,16,1.0
9381,15,6,15,13,13,1.0
9382,21,6,19,16,15,1.0666666666666667
9383,16,12,13,9,8,1.125
9384,7,12,12,7,6,1.1666666666666667
9385,17,8,24,17,15,1.1333333333333333
9386,4,12,20,4,4,1.0
9387,26,6,19,18,17,1.0588235294117647
9388,21,12,13,11,11,1.0
9389,7,8,25,7,7,1.0
9390,10,8,14,10,10,1.0
9391,3,13,23,3,3,1.0
9392,14,4,19,14,14,1.0
9393,3,4,21,3,3,1.0
9394,8,11,19,8,8,1.0
9395,6,15,11,6,6,1.0
9396,16,7,14,12,11,1.0909090909090908
9397,9,11,15,9,8,1.125
9398,6,9,24,6,6,1.0
9399,12,4,16,12,11,1.0909090909090908
9400,3,3,24,3,3,1.0
9401,13,9,22,13,13,1.0
9402,13,14,20,12,11,1.0909090909090908
9403,9,2,16,9,9,1.0
9404,9,9,24,9,9,1.0
9405,1,4,14,1,1,1.0
9406,15,14,15,12,11,1.0909090909090908
9407,25,9,20,18,18,1.0
9408,11,13,26,11,11,1.0
9409,21,9,23,20,19,1.0526315789473684
9410,11,9,11,9,8,1.125
9411,24,3,15,15,15,1.0
9412,17,4,15,13,12,1.0833333333333333
9413,10,14,20,10,10,1.0
9414,15,9,18,14,12,1.1666666666666667
9415,4,11,22,4,4,1.0
9416,1,4,16,1,1,1.0
9417,26,11,21,18,16,1.125
9418,23,9,22,17,17,1.0
9419,3,3,21,3,3,1.0
9420,10,5,10,8,8,1.0
9421,25,10,21,20,20,1.0
9422,4,10,22,4,4,1.0
9423,23,14,19,16,15,1.0666666666666667
9424,9,12,19,9,9,1.0
9425,19,6,12,12,12,1.0
9426,3,5,19,3,3,1.0
9427,26,4,12,12,11,1.0909090909090908
9428,15,3,26,15,15,1.0
9429,25,10,21,18,16,1.125
9430,2,10,13,2,2,1.0
9431,15,2,19,15,15,1.0
9432,25,8,12,12,11,1.0909090909090908
9433,21,8,18,16,15,1.0666666666666667
9434,25,2,22,21,19,1.105263157894737
9435,15,10,22,15,13,1.1538461538461537
9436,7,5,14,7,7,1.0
9437,25,14,13,12,11,1.0909090909090908
9438,19,4,23,18,17,1.0588235294117647
9439,3,12,21,3,3,1.0
9440,17,9,24,17,17,1.0
9441,4,4,18,4,4,1.0
9442,18,14,21,16,14,1.1428571428571428
9443,20,4,18,16,15,1.0666666666666667
9444,20,2,18,17,16,1.0625
9445,5,11,15,5,5,1.0
9446,20,2,10,10,10,1.0
9447,24,9,18,16,15,1.0666666666666667
9448,17,4,26,17,17,1.0
9449,26,11,12,12,12,1.0
9450,5,8,24,5,5,1.0
9451,11,2,19,11,11,1.0
9452,19,2,12,12,12,1.0
9453,12,3,18,12,12,1.0
9454,20,13,17,13,12,1.0833333333333333
9455,24,7,14,14,14,1.0
9456,2,12,16,2,2,1.0
9457,10,2,26,10,10,1.0
9458,11,10,21,11,11,1.0
9459,1,5,15,1,1,1.0
9460,16,8,18,15,15,1.0
9461,19,9,16,14,12,1.1666666666666667
9462,14,10,25,14,14,1.0
9463,5,8,18,5,5,1.0
9464,24,2,26,22,21,1.0476190476190477
